"Sample Count","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Life Fit Hybrid Min","Life Fit Hybrid Max","Life Fit Hybrid Avg","Life Fit Hybrid Single","Quadratic Fit (Non Monotonic) Min","Quadratic Fit (Non Monotonic) Max","Quadratic Fit (Non Monotonic) Avg","Quadratic Fit (Non Monotonic) Single","Gradient Min","Gradient Max","Gradient Avg","Gradient Single","Sequence",
"645","5","10","8.930001","9","0","11","7.029998","9","0","7","4.870000","7","0","9","4.250000","3","1873",
"646","2","10","8.920000","10","0","11","7.079999","0","0","7","4.600002","4","0","8","4.450000","6","1873",
"647","7","10","9.250000","9","0","11","7.029998","8","0","7","4.880000","3","0","8","4.890000","4","1874",
"648","5","10","8.930001","9","0","11","6.859998","11","0","7","4.710000","7","0","8","4.880001","4","1874",
"649","3","10","9.090001","9","0","11","7.260000","9","0","7","4.730000","3","0","10","4.550001","0","1875",
"650","4","10","8.980001","9","0","11","6.729999","0","0","7","4.800001","6","0","9","4.690001","0","1875",
"651","4","10","8.990005","8","0","11","6.680002","9","0","7","4.670000","6","0","9","4.440000","4","1876",
"652","5","10","8.970005","6","0","11","7.500000","9","0","7","4.710000","4","0","8","4.410000","7","1876",
"653","4","10","8.990003","10","0","11","7.710002","8","0","7","4.479998","4","0","10","4.540003","7","1877",
"654","3","10","8.969998","9","0","11","6.920000","9","0","7","4.690000","6","0","9","4.570003","7","1877",
"655","4","10","8.970000","9","0","11","6.900002","11","0","7","4.850000","5","0","10","4.560001","8","1877",
"656","4","10","8.910000","9","0","11","7.260000","7","0","7","4.730000","7","0","9","4.960001","5","1878",
"657","4","10","9.020001","9","0","11","7.480000","7","0","7","4.630000","7","0","8","4.690000","4","1878",
"658","6","10","9.170005","10","0","11","6.989999","0","0","8","4.560001","0","0","8","5.090000","8","1879",
"659","5","10","9.050000","10","0","11","7.520000","9","0","7","4.190000","7","0","9","4.650001","5","1879",
"660","1","10","8.920002","9","0","11","7.080000","9","0","7","4.530000","5","0","9","4.579998","4","1880",
"661","2","10","8.670003","9","0","11","7.110001","5","0","7","4.700001","3","0","9","4.990000","0","1880",
"662","3","10","9.020001","9","0","11","7.470001","11","0","7","4.889999","7","0","9","4.400001","0","1881",
"663","4","10","8.970005","9","0","11","6.739999","8","0","7","4.580000","0","0","9","4.829999","8","1881",
"664","4","10","9.020003","9","0","11","6.400000","4","0","8","5.070000","3","0","9","4.490001","3","1881",
"665","4","10","8.900002","9","0","11","7.200000","3","0","7","4.480001","6","0","10","4.429999","5","1882",
"666","4","10","8.950004","10","0","11","7.219999","7","0","7","5.159999","6","0","10","4.659998","7","1882",
"667","2","10","9.139999","9","0","11","7.130000","0","0","7","4.880002","5","0","9","4.640001","8","1883",
"668","2","10","8.970004","6","0","11","6.970001","11","0","8","4.639999","7","0","9","4.730001","9","1883",
"669","4","10","8.980002","10","0","11","7.510000","10","0","7","4.690000","3","0","9","4.389999","3","1884",
"670","5","10","9.220001","9","0","11","6.979999","8","0","7","4.900000","2","0","10","4.730000","6","1884",
"671","7","10","9.220002","9","0","11","7.320000","9","0","7","5.000001","3","0","9","4.920000","5","1884",
"672","6","10","9.260003","9","0","11","7.330000","7","0","8","4.840001","4","0","9","4.939999","0","1885",
"673","6","10","9.110000","9","0","11","7.570000","7","0","7","4.750000","7","0","10","4.410000","9","1885",
"674","4","10","8.940003","8","0","11","7.540000","5","0","7","5.190000","7","0","10","4.949999","8","1886",
"675","7","10","9.190003","9","0","11","7.069998","9","0","8","4.850001","6","0","9","4.609999","7","1886",
"676","6","10","9.189998","9","0","11","6.690000","9","0","7","4.820001","5","0","9","4.319999","3","1887",
"677","2","10","9.080004","10","0","11","7.089999","11","0","8","4.700000","7","0","10","4.420001","7","1887",
"678","6","10","9.090003","10","0","11","7.100000","11","0","7","4.700001","6","0","9","4.519999","6","1887",
"679","7","10","9.090007","10","0","11","7.079999","6","0","8","4.999998","1","0","10","4.659998","7","1888",
"680","4","10","9.110000","9","0","11","7.779999","7","0","8","4.829999","4","0","9","4.690001","6","1888",
"681","5","10","9.050000","10","0","11","7.130001","8","0","7","5.369999","6","0","9","4.529999","0","1889",
"682","3","10","9.080002","10","0","11","7.830001","9","0","8","5.060000","7","0","10","4.650002","4","1889",
"683","3","10","8.870003","9","0","11","6.960001","10","0","7","4.770002","0","0","10","4.859999","8","1890",
"684","5","10","9.060005","9","0","11","7.170001","8","0","7","4.889999","7","0","9","4.770000","6","1890",
"685","4","10","9.150002","10","0","11","7.429998","7","0","8","4.939999","5","0","9","4.360000","0","1890",
"686","5","10","9.129997","10","0","11","7.200000","7","0","7","4.940001","6","0","9","4.900001","5","1891",
"687","6","10","9.020000","9","0","11","6.949999","6","0","7","4.680000","7","0","10","4.760000","6","1891",
"688","5","10","9.240000","9","0","11","7.019999","8","0","8","4.790000","5","0","9","4.660001","5","1892",
"689","4","10","9.169998","9","0","11","6.790000","8","0","8","5.320000","7","0","9","4.570001","8","1892",
"690","1","10","8.970000","10","0","11","6.979998","3","0","7","4.910001","6","0","9","4.520000","3","1892",
"691","3","10","9.020004","9","0","11","7.230002","9","0","7","5.379999","3","0","9","4.450000","4","1893",
"692","5","10","9.039999","10","0","11","7.239999","7","0","8","4.700001","7","0","10","4.389998","5","1893",
"693","2","10","8.910001","9","0","11","7.620000","9","0","8","5.080001","3","0","10","5.079998","3","1894",
"694","4","10","8.860003","10","0","11","7.600000","9","0","8","4.940000","5","0","9","4.659999","7","1894",
"695","6","10","9.090003","9","0","11","7.230000","7","0","8","4.680000","0","0","10","4.849998","8","1895",
"696","2","10","8.999998","10","0","11","7.240001","11","0","7","4.459999","5","0","9","4.759998","8","1895",
"697","3","10","9.050002","9","0","11","6.920000","0","0","7","4.960001","5","0","10","4.129999","4","1895",
"698","3","10","8.990003","9","0","11","7.040001","9","0","8","4.639998","6","0","10","4.770000","9","1896",
"699","4","10","9.080001","9","0","11","6.900000","9","0","7","4.860000","4","0","9","4.410002","7","1896",
"700","5","10","9.170001","10","0","11","7.570001","9","0","8","4.769999","6","0","8","4.629999","5","1897",
"701","5","10","9.129999","9","0","11","7.320000","9","0","8","4.830000","6","0","9","4.379999","4","1897",
"702","2","10","9.109999","9","0","11","7.370000","10","0","8","4.879998","4","0","9","4.360000","7","1897",
"703","4","10","9.199995","10","0","11","7.270001","0","0","8","4.830000","7","0","9","4.730000","7","1898",
"704","6","10","9.200001","9","0","11","7.000000","8","0","8","5.030000","7","0","9","4.360001","5","1898",
"705","4","10","9.130002","9","0","11","6.430001","8","0","7","4.950000","7","0","9","4.390001","3","1899",
"706","6","10","9.190000","10","0","11","8.129998","9","0","8","5.120001","7","0","9","4.670001","5","1899",
"707","5","10","9.170002","9","0","11","7.220001","9","0","8","4.810002","5","0","9","5.009999","7","1900",
"708","3","10","8.960001","9","0","11","6.750000","10","0","8","4.780002","6","0","9","3.919999","4","1900",
"709","5","10","9.070003","9","0","11","7.490000","11","0","8","4.979999","6","0","9","4.640001","4","1900",
"710","6","10","9.130001","6","0","11","7.430001","7","0","8","5.040000","7","0","9","4.699999","0","1901",
"711","4","10","9.180004","10","0","11","7.350001","11","0","8","5.250000","7","0","10","4.719999","8","1901",
"712","3","10","9.060000","10","0","11","7.390000","7","0","8","4.710000","0","0","8","4.010001","3","1902",
"713","2","10","9.280003","10","0","11","7.910001","9","0","8","5.160000","7","0","8","4.350000","5","1902",
"714","5","10","9.090002","10","0","11","6.980000","5","0","8","4.549998","3","0","10","4.609999","4","1902",
"715","6","10","9.180002","9","0","11","7.039999","7","0","8","4.520001","5","0","9","4.810000","3","1903",
"716","7","10","9.249999","9","0","11","7.499999","6","0","8","5.020000","7","0","9","4.579999","4","1903",
"717","5","10","9.150000","9","0","11","7.230001","10","0","8","4.839999","7","0","9","4.690000","3","1904",
"718","3","10","8.900002","6","0","11","6.979999","0","0","8","4.829998","6","0","9","4.520001","6","1904",
"719","5","10","8.959992","9","0","11","7.000000","11","0","8","5.239999","6","0","10","4.550000","3","1904",
"720","3","10","9.049997","9","0","11","7.560000","0","0","8","4.889999","5","0","9","4.750000","5","1905",
"721","4","10","9.180004","8","0","11","7.089999","11","0","8","4.629999","7","0","9","4.789999","3","1905",
"722","5","10","9.190001","9","0","11","7.270000","8","0","8","4.750000","6","0","9","4.290001","4","1906",
"723","6","10","9.160005","9","0","11","7.090001","9","0","8","4.809999","5","0","9","4.350000","4","1906",
"724","6","10","9.180001","9","0","11","7.440000","7","0","8","4.659999","2","0","9","4.190001","4","1906",
"725","6","10","9.310004","10","0","11","7.000000","9","0","8","4.969999","6","0","11","4.960001","7","1907",
"726","5","10","9.130002","9","0","11","7.280001","11","0","8","5.250002","6","0","9","4.720000","7","1907",
"727","5","10","9.150001","9","0","11","7.290000","0","0","8","4.569999","1","0","9","4.899999","3","1908",
"728","5","10","9.170004","10","0","11","7.150001","8","0","8","4.740000","7","0","9","4.600000","5","1908",
"729","6","10","9.150000","9","0","11","7.129999","10","0","8","4.590000","5","0","9","4.900001","5","1908",
"730","5","10","8.910001","5","0","11","6.859999","7","0","8","5.280001","5","0","9","4.890000","3","1909",
"731","6","10","9.129999","10","0","11","6.819998","8","0","8","4.819999","7","0","9","4.850000","8","1909",
"732","3","10","9.080003","9","0","11","7.510001","5","0","8","4.979999","4","0","9","4.780000","7","1910",
"733","6","10","9.190000","6","0","11","7.120001","7","0","8","4.520002","4","0","9","4.530001","3","1910",
"734","5","10","9.070002","10","0","11","6.710001","9","0","8","4.609999","2","0","10","4.539999","7","1910",
"735","4","10","9.090000","9","0","11","7.360002","7","0","8","4.860001","0","0","9","4.940001","5","1911",
"736","3","10","9.020001","9","0","11","6.950000","9","0","8","5.059999","8","0","9","4.660000","5","1911",
"737","3","10","9.160004","9","0","11","7.190000","6","0","8","4.400001","8","0","9","4.559999","6","1912",
"738","3","10","9.050001","10","0","11","7.449998","7","0","8","4.910000","2","0","9","4.860000","4","1912",
"739","4","10","9.330002","4","0","11","6.439999","7","0","8","4.910000","7","0","10","4.380000","9","1912",
"740","6","10","9.159999","9","0","11","7.000000","11","0","8","5.089999","7","0","9","4.660000","3","1913",
"741","6","10","9.340001","9","0","11","7.170001","9","0","8","4.960000","4","0","9","4.730000","0","1913",
"742","6","10","9.180001","9","0","11","7.340000","11","0","7","4.589999","5","0","9","4.739999","7","1913",
"743","3","10","9.190001","9","0","11","7.590000","0","0","8","4.940000","6","0","10","4.930000","6","1914",
"744","5","10","8.970003","10","0","11","6.720000","7","0","8","5.040000","6","0","9","4.619998","4","1914",
"745","5","10","9.139999","9","0","11","6.860002","8","0","8","5.480000","4","0","9","4.700000","9","1915",
"746","3","10","9.070003","9","0","11","7.030000","8","0","8","4.890000","3","0","9","4.599998","3","1915",
"747","6","10","9.229998","10","0","11","6.860001","0","0","8","5.440002","4","0","10","4.430000","5","1915",
"748","6","10","9.149997","10","0","11","7.359998","11","0","8","4.860000","5","0","9","4.580000","8","1916",
"749","5","10","8.980004","9","0","11","6.930000","3","0","8","4.950001","2","0","9","4.650000","4","1916",
"750","5","10","9.049999","10","0","11","7.530001","6","0","8","4.910001","7","0","9","4.879999","4","1917",
"751","4","10","9.180001","9","0","11","6.750002","0","0","8","5.270001","6","0","9","4.750001","7","1917",
"752","2","10","9.060002","10","0","11","6.839999","11","0","8","4.660000","6","0","9","4.859999","4","1917",
"753","5","10","9.260000","9","0","11","6.890000","7","0","8","4.620000","6","0","10","4.879998","4","1918",
"754","3","10","9.119997","9","0","11","7.150001","9","0","8","4.970001","7","0","9","4.790000","0","1918",
"755","3","10","9.220000","10","0","11","7.430000","8","0","8","4.869999","0","0","9","5.070001","1","1919",
"756","4","10","9.040002","10","0","11","7.089999","7","0","8","4.900002","7","0","9","4.220000","4","1919",
"757","4","10","9.280000","9","0","11","7.049999","8","0","8","4.860000","5","0","9","4.839999","5","1919",
"758","5","10","9.290003","9","0","11","7.750000","10","0","8","4.710001","6","0","8","4.909999","7","1920",
"759","5","10","9.299998","10","0","11","6.469999","11","0","8","5.020002","8","0","10","4.779999","6","1920",
"760","4","10","9.060003","9","0","11","7.370001","9","0","8","4.949999","3","0","9","4.310001","7","1920",
"761","5","10","9.220004","9","0","11","7.140000","9","0","8","5.110001","7","0","10","5.300000","5","1921",
"762","2","10","9.190001","10","0","11","7.540001","9","0","8","4.650001","7","0","9","4.440000","8","1921",
"763","6","10","9.360003","7","0","11","7.170001","7","0","8","5.060000","4","0","9","4.620001","6","1922",
"764","6","10","9.240003","10","0","11","6.890000","8","0","8","5.320000","7","0","9","5.020000","9","1922",
"765","2","10","9.230000","10","0","11","7.529999","7","0","8","4.650000","7","0","9","4.800001","7","1922",
"766","3","10","9.060001","9","0","11","6.880000","11","0","8","5.129998","7","0","9","5.140001","3","1923",
"767","3","10","9.240001","10","0","11","7.120000","9","0","8","4.870000","6","0","9","4.809998","3","1923",
"768","6","10","9.340001","10","0","11","7.119999","9","0","8","5.210000","6","0","9","4.949997","7","1923",
"769","4","10","9.270000","9","0","11","6.809998","8","0","8","5.049999","5","0","9","4.860001","6","1924",
"770","5","10","9.260004","10","0","11","7.190000","7","0","8","5.010001","7","0","9","4.670000","4","1924",
"771","5","10","9.179998","7","0","11","7.300001","0","0","8","4.869999","7","0","9","4.770000","6","1925",
"772","4","10","9.290002","10","0","11","7.389998","7","0","8","5.160000","8","0","10","4.690000","4","1925",
"773","2","10","9.110002","9","0","11","6.420002","7","0","8","5.109999","8","0","9","4.689999","0","1925",
"774","5","10","9.250000","9","0","11","6.550000","7","0","8","4.970000","0","0","9","4.439999","8","1926",
"775","5","10","9.300004","10","0","11","6.879999","9","0","8","4.750000","5","0","8","4.660000","7","1926",
"776","2","10","9.250000","2","0","11","7.880000","8","0","8","5.009999","0","0","9","4.820000","8","1926",
"777","7","10","9.179999","8","0","11","7.400000","7","0","8","5.370000","7","0","9","4.470000","3","1927",
"778","4","10","9.380000","10","0","11","6.750000","9","0","8","4.810000","0","0","9","4.299998","4","1927",
"779","4","10","9.209998","8","0","11","6.930000","8","0","8","4.710001","5","0","10","4.860002","6","1928",
"780","3","10","9.229996","9","0","11","6.499999","0","0","10","5.330000","6","0","9","4.600001","5","1928",
"781","4","10","9.260000","7","0","11","7.209998","10","0","8","5.210001","7","0","9","4.889999","3","1928",
"782","4","10","9.160002","9","0","11","7.039999","9","0","8","4.860002","8","0","9","5.000000","0","1929",
"783","2","10","8.969999","10","0","11","7.180002","0","0","8","5.050000","7","0","9","4.710000","0","1929",
"784","3","10","9.110004","10","0","11","7.170001","5","0","8","4.920000","0","0","9","4.350001","0","1929",
"785","2","10","9.180003","9","0","11","7.219999","11","0","8","5.240000","0","0","9","4.710000","4","1930",
"786","6","10","9.410002","10","0","11","7.050001","11","0","8","4.949999","7","0","10","4.850001","9","1930",
"787","4","10","9.219999","8","0","11","7.619999","7","0","8","5.090001","0","0","9","5.220001","3","1931",
"788","3","10","9.120003","10","0","11","7.810000","11","0","11","4.890000","0","0","10","4.780001","5","1931",
"789","3","10","9.269999","7","0","11","7.149999","7","0","8","5.040000","6","0","9","5.020000","5","1931",
"790","4","10","9.080001","9","0","11","7.310002","7","0","8","4.930002","7","0","10","4.990000","5","1932",
"791","5","10","9.270000","9","0","11","7.070001","9","0","8","4.940001","3","0","9","4.830000","9","1932",
"792","5","10","9.360002","10","0","11","6.940002","7","0","8","4.819999","7","0","9","4.620000","7","1932",
"793","5","10","9.400002","10","0","11","7.039999","8","0","8","5.189998","3","0","9","5.290002","0","1933",
"794","6","10","9.189998","10","0","11","7.119999","7","0","8","5.110000","0","0","9","4.940000","7","1933",
"795","4","10","9.290006","10","0","11","6.870001","9","0","8","5.289999","0","0","9","4.870000","5","1933",
"796","4","10","9.170004","9","0","11","7.390001","9","0","8","4.910000","0","0","9","5.049999","3","1934",
"797","4","10","9.290005","10","0","11","7.670002","9","0","8","4.970000","0","0","9","5.090000","3","1934",
"798","1","10","9.000000","4","0","11","7.879999","7","0","8","5.329999","6","0","10","4.630000","7","1935",
"799","2","10","9.360000","10","0","11","7.010002","10","0","9","5.020000","4","0","10","5.020000","3","1935",
"800","5","10","9.420003","10","0","11","7.369999","0","0","8","4.990001","3","0","10","4.930000","6","1935",
"801","6","10","9.260003","10","0","11","7.250001","4","0","8","5.240001","7","0","9","4.850001","6","1936",
"802","5","10","9.270002","7","0","11","7.159999","11","0","8","4.349998","5","0","10","5.470000","3","1936",
"803","5","10","9.179999","10","0","11","6.750001","0","0","8","4.709999","7","0","9","5.010000","6","1936",
"804","1","10","9.329999","9","0","11","7.520001","9","0","8","5.100001","6","0","9","4.349998","4","1937",
"805","5","10","9.390000","10","0","11","6.800000","9","0","11","5.239999","6","0","9","4.560000","4","1937",
"806","4","10","9.250001","9","0","11","7.579999","7","0","8","5.090000","6","0","9","4.780000","7","1937",
"807","2","10","9.410007","10","0","11","6.900002","7","0","8","5.320001","7","0","9","4.899998","6","1938",
"808","5","10","9.270000","5","0","11","7.450000","8","0","8","5.220002","7","0","9","4.570000","4","1938",
"809","3","10","9.280001","9","0","11","7.149999","7","0","8","5.370001","7","0","9","4.839998","8","1938",
"810","3","10","9.230002","10","0","11","7.049999","9","0","8","5.370000","5","0","9","4.740001","8","1939",
"811","4","10","9.400000","10","0","11","7.010000","11","0","8","4.670001","7","0","10","4.670000","5","1939",
"812","4","10","9.370002","6","0","11","7.130001","7","0","8","4.820000","8","0","8","4.810000","0","1940",
"813","5","10","9.490003","9","0","11","6.940000","0","0","8","5.120001","7","0","9","4.820000","8","1940",
"814","5","10","9.159999","9","0","11","6.660001","8","0","8","4.809998","5","0","11","4.599999","6","1940",
"815","4","10","9.280002","8","0","11","6.780000","11","0","8","4.910000","5","0","9","4.589999","4","1941",
"816","6","10","9.320000","9","0","11","6.900000","8","0","8","5.269999","5","0","9","5.130001","0","1941",
"817","4","10","9.170000","8","0","11","7.300003","0","0","8","4.750000","5","0","9","4.690002","8","1941",
"818","2","10","9.240001","9","0","11","7.290001","10","0","8","5.100000","4","0","9","4.820001","5","1942",
"819","5","10","9.240002","10","0","11","7.140001","7","0","8","5.580000","6","0","9","4.789999","3","1942",
"820","3","10","9.139999","7","0","11","6.800000","0","0","8","4.939999","5","0","9","4.830000","3","1942",
"821","5","10","9.339997","10","0","11","6.320001","3","0","8","5.270000","5","0","9","4.630001","3","1943",
"822","3","10","9.169997","10","0","11","6.750000","2","0","9","5.150000","4","0","9","4.690001","3","1943",
"823","5","10","9.450000","9","0","11","7.369998","5","0","8","4.790000","8","0","9","4.480000","6","1943",
"824","3","10","9.170002","10","0","11","7.000000","4","0","8","5.090001","7","0","10","4.819999","8","1944",
"825","4","10","9.119999","9","0","11","6.830000","9","0","8","5.370001","3","0","9","4.810001","3","1944",
"826","5","10","9.239997","9","0","11","7.210001","9","0","8","5.080001","7","0","10","5.180001","3","1945",
"827","5","10","9.349999","9","0","11","7.250000","9","0","8","4.690001","6","0","9","5.019999","7","1945",
"828","4","10","9.390004","9","0","11","6.600001","7","0","8","5.039999","8","0","9","5.090002","5","1945",
"829","2","10","9.320002","9","0","11","6.800000","10","0","8","5.460001","5","0","9","4.829999","3","1946",
"830","1","10","9.060002","10","0","11","7.190000","8","0","8","5.029999","3","0","9","5.639998","2","1946",
"831","5","10","9.390002","10","0","11","6.790001","3","0","8","5.050000","5","0","9","4.950001","2","1946",
"832","6","10","9.499996","10","0","11","7.010000","6","0","8","5.280001","6","0","9","4.960000","5","1947",
"833","4","10","9.090002","9","0","11","7.040000","3","0","8","5.390001","6","0","10","4.659998","8","1947",
"834","5","10","9.400002","10","0","11","6.840000","3","0","8","5.480001","3","0","10","4.840001","0","1947",
"835","5","10","9.370001","10","0","11","7.460001","8","0","8","4.869998","6","0","9","5.460000","9","1948",
"836","5","10","9.250000","10","0","11","7.709999","9","0","8","5.150000","3","0","9","4.650000","4","1948",
"837","4","10","9.390002","10","0","11","6.960000","6","0","8","5.410000","3","0","10","4.559999","3","1948",
"838","5","10","9.240001","10","0","11","7.290002","7","0","8","4.980000","8","0","10","4.920002","5","1949",
"839","6","10","9.340003","10","0","11","6.629999","10","0","8","5.330001","0","0","10","4.829998","7","1949",
"840","4","10","9.220000","9","0","11","7.279999","8","0","8","4.840000","4","0","10","4.799998","8","1949",
"841","2","10","9.290006","10","0","11","7.349999","8","0","8","4.990001","6","0","10","4.889998","3","1950",
"842","4","10","9.360003","10","0","11","7.400001","7","0","8","5.120001","7","0","10","4.689999","0","1950",
"843","4","10","9.260001","10","0","11","7.190001","9","0","8","5.460000","6","0","10","4.450000","0","1950",
"844","6","10","9.229999","9","0","11","7.000000","5","0","8","5.390000","7","0","10","5.270000","4","1951",
"845","6","10","9.340003","9","0","11","7.559999","8","0","8","5.450000","7","0","10","4.940001","6","1951",
"846","5","10","9.310000","10","0","11","7.360000","7","0","8","5.060001","6","0","10","5.000000","9","1951",
"847","4","10","9.200004","10","0","11","6.869999","5","0","8","5.160000","0","0","10","4.959999","8","1952",
"848","1","10","9.329998","10","0","11","7.360000","8","0","8","4.660000","0","0","9","5.040000","8","1952",
"849","5","10","9.190001","10","0","11","7.300000","10","0","8","5.530002","7","0","10","5.229998","7","1952",
"850","5","10","9.230002","9","0","11","7.010001","0","0","8","5.030002","7","0","9","4.600001","4","1953",
"851","6","10","9.490005","10","0","11","6.660000","9","0","8","4.589999","6","0","10","4.639999","0","1953",
"852","4","10","9.380006","10","0","11","7.049999","7","0","8","5.170000","7","0","9","5.099998","8","1953",
"853","6","10","9.410004","10","0","11","7.029999","9","0","8","5.130000","4","0","9","4.860001","6","1954",
"854","6","10","9.450001","9","0","11","7.340001","0","0","8","5.449999","5","0","9","4.930000","7","1954",
"855","5","10","9.299998","10","0","11","7.389999","0","0","8","4.999999","5","0","9","4.859999","5","1954",
"856","5","10","9.300002","10","0","11","7.369999","0","0","8","4.739998","8","0","10","5.120002","5","1955",
"857","5","10","9.299999","8","0","11","7.100001","9","0","8","4.560000","5","0","9","4.390001","0","1955",
"858","3","10","9.130005","10","0","11","7.369998","11","0","8","4.920000","3","0","9","4.560000","3","1955",
"859","7","10","9.359999","10","0","11","7.480001","5","0","8","5.650000","8","0","9","5.289999","8","1956",
"860","3","10","9.270000","10","0","11","6.639999","0","0","9","5.029999","0","0","9","4.790000","6","1956",
"861","4","10","9.210001","10","0","11","6.809999","7","0","8","5.160001","7","0","9","4.430002","4","1957",
"862","3","10","9.400002","3","0","11","7.179999","0","0","8","4.969999","5","0","10","4.780000","6","1957",
"863","5","10","9.259998","9","0","11","7.360000","7","0","8","5.440000","8","0","10","5.079998","8","1957",
"864","5","10","9.140003","10","0","11","6.940000","9","0","8","5.570000","8","0","10","5.170001","3","1958",
"865","3","10","9.360002","10","0","11","7.250000","5","0","8","5.279998","2","0","10","4.589999","6","1958",
"866","3","10","9.350002","10","0","11","7.540000","7","0","8","4.809999","1","0","9","4.940000","4","1958",
"867","4","10","9.250001","7","0","11","6.820000","0","0","8","4.959999","6","0","9","4.480001","3","1959",
"868","6","10","9.409999","9","0","11","7.760002","9","0","8","5.410000","4","0","10","5.260001","3","1959",
"869","6","10","9.530001","9","0","11","7.330000","4","0","8","4.900000","0","0","9","5.099999","4","1959",
"870","5","10","9.300000","7","0","11","6.940000","9","0","10","5.019999","4","0","9","4.770000","4","1960",
"871","6","10","9.309999","10","0","11","7.409998","8","0","8","4.730001","6","0","10","5.239999","3","1960",
"872","4","10","9.350004","9","0","11","7.599998","9","0","8","5.070000","6","0","9","4.410001","3","1960",
"873","6","10","9.360000","10","0","11","7.290000","11","0","8","5.489998","4","0","9","5.020000","5","1961",
"874","4","10","9.240001","6","0","11","7.160000","3","0","8","5.370000","8","0","9","5.099998","5","1961",
"875","6","10","9.319999","10","0","11","7.130000","0","0","8","5.530000","5","0","9","4.900001","4","1961",
"876","6","10","9.360003","10","0","11","6.850000","7","0","8","5.300000","6","0","10","4.850000","6","1961",
"877","6","10","9.299999","9","0","11","7.710001","9","0","8","5.070001","5","0","9","4.880002","6","1962",
"878","4","10","9.390003","10","0","11","6.980000","5","0","8","5.510001","7","0","10","5.140002","4","1962",
"879","1","10","9.380004","10","0","11","7.070000","0","0","8","4.710001","8","0","9","5.180000","8","1962",
"880","5","10","9.360000","8","0","11","7.200000","8","0","8","5.460000","6","0","9","5.160000","7","1963",
"881","5","10","9.420004","10","0","11","7.970002","7","0","8","5.220002","5","0","9","5.520000","0","1963",
"882","6","10","9.400002","9","0","11","7.239999","0","0","8","5.210001","5","0","9","4.599998","4","1963",
"883","4","10","9.300002","10","0","11","7.390001","9","0","8","5.329999","6","0","10","5.210001","7","1964",
"884","2","10","9.370002","9","0","11","6.399999","7","0","8","5.300001","8","0","9","4.850000","3","1964",
"885","2","10","9.160001","10","0","11","7.649999","7","0","8","5.269999","8","0","10","4.670001","9","1964",
"886","2","10","9.380002","10","0","11","7.550000","8","0","8","5.030000","7","0","10","5.120000","9","1965",
"887","2","10","9.200004","10","0","11","7.010001","7","0","8","5.040000","0","0","9","4.840000","6","1965",
"888","6","10","9.460004","8","0","11","7.280001","8","0","8","5.340001","8","0","10","4.739999","5","1965",
"889","2","10","9.400001","10","0","11","6.969999","9","0","8","5.330001","3","0","9","4.650001","8","1966",
"890","4","10","9.410001","10","0","11","7.079999","10","0","8","5.130000","5","0","10","4.740000","5","1966",
"891","3","10","9.160004","9","0","11","6.630001","0","0","8","5.090000","4","0","10","4.150000","0","1966",
"892","5","10","9.260001","10","0","11","6.890000","5","0","8","5.339998","6","0","9","4.980000","0","1967",
"893","6","10","9.290000","9","0","11","6.940000","8","0","8","5.260000","6","0","10","4.810001","4","1967",
"894","4","10","9.240000","10","0","11","7.850000","11","0","8","5.369999","7","0","9","4.820000","6","1967",
"895","4","10","9.400002","10","0","11","7.639999","8","0","8","5.330001","5","0","9","4.750000","6","1968",
"896","1","10","9.410004","10","0","11","6.780000","7","0","8","4.710000","7","0","10","4.570000","5","1968",
"897","6","10","9.450005","10","0","11","6.730000","9","0","8","5.300001","0","0","9","5.110001","6","1968",
"898","1","10","9.269999","9","0","11","7.680000","9","0","8","5.579999","7","0","9","5.039999","5","1969",
"899","4","10","9.420003","9","0","11","7.559999","9","0","8","5.570002","3","0","9","5.180001","8","1969",
"900","5","10","9.400002","10","0","11","7.179998","9","0","8","4.989998","0","0","10","4.919999","4","1969",
"901","6","10","9.280000","9","0","11","7.860000","11","0","8","5.309999","6","0","10","5.380000","8","1970",
"902","5","10","9.329999","9","0","11","7.450000","7","0","8","5.390001","7","0","9","5.059999","4","1970",
"903","6","10","9.430003","10","0","11","7.019999","9","0","8","5.420001","8","0","9","5.220000","4","1970",
"904","5","10","9.490001","10","0","11","6.720001","0","0","8","4.940000","5","0","9","4.530000","6","1971",
"905","5","10","9.300001","10","0","11","7.149999","5","0","8","5.130000","8","0","9","5.240002","8","1971",
"906","4","10","9.420003","9","0","11","6.920000","0","0","8","5.300001","8","0","9","5.289999","5","1971",
"907","3","10","9.259999","7","0","11","6.970000","0","0","8","5.259999","6","0","10","5.410000","4","1972",
"908","5","10","9.280001","9","0","11","7.460001","7","0","8","5.670001","5","0","9","5.090001","7","1972",
"909","5","10","9.520002","9","0","11","7.249999","9","0","8","5.339999","6","0","10","4.979999","4","1972",
"910","2","10","9.310002","10","0","11","6.969999","7","0","8","4.730001","6","0","9","5.019998","9","1973",
"911","1","10","9.450002","10","0","11","7.149999","9","0","10","5.039999","0","0","9","4.280002","3","1973",
"912","3","10","9.360002","10","0","11","7.219996","7","0","8","5.389999","0","0","9","4.749999","4","1973",
"913","4","10","9.220000","7","0","11","7.250000","9","0","8","4.920000","8","0","9","4.900002","4","1973",
"914","5","10","9.490004","9","0","11","6.659999","7","0","8","4.550001","6","0","10","5.100000","3","1974",
