"Sample Count","Linear Search Min","Linear Search Max","Linear Search Avg","Linear Search Single","Line Fit Min","Line Fit Max","Line Fit Avg","Line Fit Single","Binary Search Min","Binary Search Max","Binary Search Avg","Binary Search Single","Line Fit Hybrid Min","Line Fit Hybrid Max","Line Fit Hybrid Avg","Line Fit Hybrid Single","Quadratic Fit (Non Monotonic) Min","Quadratic Fit (Non Monotonic) Max","Quadratic Fit (Non Monotonic) Avg","Quadratic Fit (Non Monotonic) Single","Gradient Min","Gradient Max","Gradient Avg","Gradient Single","Sequence",
"595","1","595","343.259949","413","0","16","7.269999","0","6","10","9.179998","9","0","11","5.100003","0","0","12","4.510000","8","0","16","5.739999","13","1063",
"596","1","596","237.600006","371","0","21","8.630002","14","3","10","8.890000","9","0","10","5.599999","8","0","10","4.630001","0","0","20","6.349999","8","1063",
"597","1","597","294.579865","17","0","18","7.279999","0","5","10","8.950001","9","0","11","5.270000","5","0","11","4.570000","8","0","13","5.940000","0","1063",
"598","1","598","314.820068","21","0","17","7.709999","10","3","10","9.080006","9","0","11","5.289999","8","0","10","4.929999","7","0","18","6.260000","10","1063",
"599","1","599","333.640045","599","0","20","6.970001","7","6","10","9.040004","9","0","11","4.840001","0","0","10","4.489999","7","0","16","5.100000","0","1065",
"600","1","600","264.800049","150","0","18","7.000000","10","3","10","8.940001","9","0","11","5.070000","7","0","10","4.950000","0","0","18","5.989998","3","1065",
"601","1","601","335.579895","3","0","17","6.620002","11","4","10","9.140002","9","0","12","5.480000","8","0","12","4.809999","0","0","14","5.710000","11","1067",
"602","1","602","276.049927","1","0","21","7.849999","0","5","10","8.960001","9","0","11","5.460000","0","0","10","4.710000","0","0","20","6.469999","8","1067",
"603","1","603","226.489975","3","0","16","7.680000","10","6","10","9.070004","7","0","11","4.630000","0","0","10","4.669999","4","0","17","5.549999","5","1068",
"604","1","604","290.280029","577","0","19","6.880000","9","3","10","8.880002","9","0","11","5.230001","11","0","10","4.699999","8","0","16","6.249999","8","1068",
"605","1","605","316.749908","596","0","19","7.640000","0","5","10","9.199998","9","0","13","5.360002","7","0","15","4.740001","1","0","16","6.539999","0","1068",
"606","1","606","305.970093","444","0","18","7.400001","8","1","10","9.020001","7","0","11","4.900001","7","0","10","4.430000","6","0","13","5.680002","6","1069",
"607","1","607","321.049927","484","0","17","7.559999","0","6","10","9.180004","10","0","13","5.329999","3","0","10","4.590001","9","0","14","6.320002","12","1069",
"608","1","608","314.980072","48","0","20","7.500000","14","2","10","9.139999","9","0","11","5.319999","7","0","12","5.150000","0","0","16","6.390003","10","1069",
"609","1","609","290.900055","26","0","20","6.989998","13","4","10","9.120001","9","0","12","4.829999","0","0","10","5.100000","6","0","18","5.730000","18","1070",
"610","1","610","295.839996","610","0","19","7.280000","17","4","10","9.100000","9","0","11","4.520000","9","0","11","4.650002","8","0","15","5.910001","10","1071",
"611","1","611","342.269958","611","0","19","7.080001","13","5","10","9.179998","9","0","11","4.840001","8","0","9","4.550001","0","0","16","5.850001","7","1071",
"612","1","612","320.640076","1","0","18","6.530000","10","4","10","9.000001","9","0","11","5.500001","8","0","10","4.570000","5","0","15","5.550001","5","1072",
"613","1","613","284.400055","79","0","18","6.430000","4","5","10","9.050004","9","0","12","5.789999","0","0","10","4.390001","7","0","17","6.180000","15","1074",
"614","1","614","293.829895","613","0","21","7.699998","0","6","10","9.140000","9","0","11","4.989999","0","0","10","4.920001","5","0","18","5.499999","8","1074",
"615","1","615","287.860107","2","0","20","7.670000","1","6","10","9.200003","9","0","11","5.050000","7","0","11","4.340000","0","0","15","5.310000","3","1074",
"616","1","616","299.810181","5","0","19","6.460001","1","4","10","9.169996","9","0","12","5.980000","8","0","11","5.170000","0","0","15","6.369999","8","1075",
"617","1","617","306.489960","4","0","23","7.369999","16","3","10","9.230002","7","0","11","5.280000","0","0","10","4.290000","6","0","16","6.250000","6","1075",
"618","1","618","299.200012","259","0","16","7.859999","11","5","10","9.010003","10","0","11","5.360000","5","0","10","4.690002","8","0","14","5.769999","0","1075",
"619","1","619","347.039917","619","0","15","7.220001","0","6","10","9.270000","9","0","11","5.549999","0","0","10","4.550000","0","0","15","5.480000","5","1076",
"620","1","620","303.779938","153","0","18","6.989999","2","1","10","9.210003","10","0","12","5.970002","5","0","10","4.899999","3","0","16","6.399999","0","1076",
"621","1","621","310.770050","621","0","21","7.470000","15","5","10","9.030005","9","0","11","5.029998","0","0","10","4.670000","7","0","17","6.240000","10","1076",
"622","1","622","270.329987","98","0","20","7.340000","7","4","10","8.970001","9","0","12","5.420000","8","0","13","5.229998","4","0","15","6.230000","0","1077",
"623","1","623","289.049927","460","0","16","7.009999","0","2","10","9.030001","9","0","13","5.100002","0","0","10","4.050001","8","0","15","6.079999","9","1077",
"624","1","624","380.960083","470","0","19","5.990000","13","1","10","9.020000","9","0","11","5.639999","7","0","10","4.560001","6","0","15","5.350001","7","1077",
"625","1","625","300.049896","5","0","19","7.040000","11","4","10","9.100002","9","0","12","4.949999","0","0","11","4.920001","0","0","16","6.349999","10","1077",
"626","1","626","287.890076","268","0","18","7.609998","14","6","10","9.140001","9","0","11","5.310000","5","0","11","4.950000","7","0","19","5.570001","7","1079",
"627","1","627","345.499908","3","0","21","7.399999","15","5","10","9.020007","9","0","11","5.539999","0","0","10","5.099999","7","0","15","6.620000","10","1079",
"628","1","628","376.480103","316","0","20","6.490000","10","3","10","9.039999","8","0","11","5.260001","6","0","11","4.570001","0","0","15","5.720000","0","1080",
"629","1","629","311.580078","617","0","21","6.489998","0","6","10","9.080001","8","0","11","5.710000","0","0","10","5.260000","8","0","17","6.389999","16","1080",
"630","1","630","283.799957","624","0","19","7.360001","2","3","10","8.899999","10","0","12","5.320002","0","0","10","4.240000","6","0","17","6.099999","5","1081",
"631","1","631","281.669983","609","0","20","8.390000","10","6","10","9.280004","9","0","12","4.780000","7","0","10","4.709999","5","0","16","6.180001","7","1081",
"632","1","632","292.759888","1","0","20","7.020000","11","3","10","8.950005","10","0","13","4.940001","10","0","11","4.690001","7","0","13","5.250001","5","1081",
"633","1","633","291.510040","13","0","21","6.510000","11","4","10","9.110000","9","0","13","5.460001","9","0","11","4.690000","0","0","17","5.420001","0","1081",
"634","1","634","252.309998","405","0","16","6.810000","16","5","10","9.219999","10","0","12","5.179999","7","0","10","4.970000","10","0","16","6.050000","0","1081",
"635","1","635","310.499908","635","0","22","6.150001","7","3","10","9.070002","10","0","11","4.850000","9","0","10","4.690003","5","0","15","6.039999","0","1083",
"636","1","636","275.610046","1","0","22","8.010000","12","6","10","9.130005","9","0","11","5.580001","0","0","12","4.980000","8","0","17","5.259998","0","1083",
"637","1","637","319.039948","124","0","19","7.589997","1","6","10","9.190001","10","0","11","5.119998","0","0","12","4.670001","0","0","16","6.030002","8","1084",
"638","1","638","316.139984","149","0","23","7.199999","7","7","10","9.160001","10","0","13","5.880000","5","0","11","4.749998","0","0","15","4.980000","0","1086",
"639","1","639","285.839996","2","0","20","7.239999","5","3","10","9.190001","10","0","13","5.530000","7","0","10","4.790001","0","0","17","5.679998","10","1086",
"640","1","640","298.219971","271","0","19","7.630002","4","5","10","9.060004","9","0","13","5.340002","0","0","11","5.130000","0","0","19","5.860001","6","1088",
"641","1","641","307.099945","641","0","19","7.740001","0","3","10","9.199999","9","0","11","5.170002","0","0","11","4.839999","2","0","16","6.150000","0","1089",
"642","1","642","318.940094","46","0","20","7.419999","5","4","10","9.099997","9","0","11","4.989999","9","0","10","5.180001","7","0","17","5.490000","7","1090",
"643","1","643","277.979919","24","0","23","7.929998","13","3","10","9.000003","10","0","11","5.119999","0","0","10","4.570000","7","0","17","6.299999","0","1091",
"644","1","644","352.660004","1","0","18","7.170002","10","4","10","8.960002","9","0","11","5.610000","9","0","9","4.570000","7","0","15","5.729999","10","1093",
"645","1","645","301.450073","1","0","17","7.080000","6","4","10","9.149999","10","0","13","5.679998","6","0","11","4.960001","0","0","15","5.800000","6","1093",
"646","1","646","301.720062","55","0","20","7.390000","6","6","10","9.230002","10","0","13","5.820002","9","0","11","4.810000","2","0","14","5.930002","0","1095",
"647","1","647","323.050049","1","0","17","6.880003","0","5","10","9.200001","10","0","11","5.330000","8","0","10","4.429999","0","0","18","6.100000","16","1095",
"648","1","648","342.860016","2","0","24","7.530000","7","4","10","9.070001","10","0","11","5.130000","5","0","11","4.959999","9","0","18","6.649998","5","1096",
"649","1","649","318.219971","50","0","18","6.629999","0","4","10","9.090002","9","0","11","5.040001","7","0","10","4.810001","9","0","15","5.750000","0","1096",
"650","1","650","351.809967","588","0","21","7.280000","10","4","10","9.330003","10","0","11","5.359999","3","0","10","5.229999","8","0","17","6.540000","0","1098",
"651","1","651","380.819946","649","0","20","7.960001","13","6","10","9.250001","9","0","11","4.549999","0","0","11","5.390001","7","0","16","6.050001","7","1099",
"652","1","652","304.589966","649","0","20","7.140000","0","4","10","9.100003","10","0","11","5.470001","0","0","10","4.489999","8","0","16","5.489999","7","1100",
"653","1","653","298.219910","255","0","18","7.729999","0","6","10","9.160002","10","0","11","5.829999","11","0","11","5.070001","0","0","14","6.090000","10","1101",
"654","1","654","344.920013","654","0","20","8.910001","7","6","10","9.229997","6","0","12","5.239999","3","0","10","4.580001","7","0","15","5.740000","0","1101",
"655","1","655","301.739868","655","0","20","7.190000","4","3","10","9.030003","8","0","11","5.100000","9","0","10","4.770000","6","0","14","5.720001","7","1103",
"656","1","656","314.179962","656","0","22","8.400000","17","5","10","9.190004","10","0","12","5.260000","3","0","9","4.549999","6","0","19","5.680000","0","1105",
"657","1","657","371.059998","22","0","20","8.149998","4","5","10","9.239999","10","0","12","5.120001","7","0","10","5.230000","7","0","15","4.699999","2","1105",
"658","1","658","318.230042","171","0","20","7.600000","12","5","10","9.200000","9","0","13","5.570000","7","0","11","4.889999","7","0","18","6.199999","2","1106",
"659","1","659","273.180084","636","0","22","7.829999","7","7","10","9.200001","7","0","11","5.029999","8","0","12","5.140000","6","0","16","5.639999","7","1106",
"660","1","660","332.350037","660","0","19","7.020000","9","3","10","9.140004","10","0","11","5.820001","7","0","12","4.720001","9","0","19","5.280000","7","1107",
"661","1","661","390.140045","1","0","19","7.810001","15","6","10","9.260001","9","0","12","5.930001","7","0","11","4.649999","0","0","17","6.159998","5","1107",
"662","1","662","332.369995","649","0","20","7.599999","0","3","10","9.210007","9","0","12","5.260000","7","0","9","4.940000","0","0","16","6.320000","0","1107",
"663","1","663","341.640045","44","0","23","6.550000","0","3","10","9.100003","9","0","11","5.330000","7","0","10","4.349998","4","0","14","5.060000","7","1111",
"664","1","664","316.080017","44","0","21","8.199997","12","1","10","9.120000","9","0","11","5.190001","7","0","10","5.170000","8","0","14","5.599998","0","1112",
"665","1","665","283.639893","385","0","23","7.360000","10","6","10","9.030000","10","0","13","5.220000","5","0","11","5.450000","10","0","18","6.670000","11","1114",
"666","1","666","345.029938","1","0","18","7.499999","5","4","10","9.120003","9","0","11","5.249999","8","0","11","4.750000","7","0","15","5.860001","10","1115",
"667","1","667","340.959991","1","0","21","8.610000","8","4","10","9.070000","9","0","13","5.629999","0","0","10","5.040001","9","0","17","6.180000","8","1115",
"668","1","668","347.349945","18","0","20","7.250000","2","5","10","9.270000","9","0","13","5.390000","0","0","11","4.720001","5","0","15","6.350000","0","1116",
"669","1","669","250.729980","187","0","19","6.840001","3","5","10","9.190001","10","0","11","5.319999","9","0","11","4.379998","0","0","15","6.709997","9","1117",
"670","1","670","333.989960","104","0","21","9.029999","17","5","10","9.020000","9","0","11","5.450001","7","0","11","5.100000","8","0","14","5.820000","0","1118",
"671","1","671","341.210114","671","0","22","7.570002","12","6","10","9.260001","6","0","12","5.470001","8","0","11","4.859999","6","0","17","6.449999","6","1118",
"672","1","672","349.150055","668","0","22","7.330000","3","3","10","9.099999","9","0","11","5.020000","6","0","10","4.829999","4","0","16","6.140001","14","1118",
"673","1","673","333.640045","1","0","20","8.210000","6","6","10","9.380002","9","0","12","5.379998","8","0","11","4.350000","2","0","15","5.310000","6","1118",
"674","1","674","335.589996","656","0","21","7.210000","10","4","10","9.149999","9","0","11","5.240001","9","0","12","5.390001","0","0","17","5.919999","5","1119",
"675","1","675","343.129913","20","0","17","7.829999","15","5","10","9.170002","9","0","12","5.480000","7","0","10","5.250000","2","0","17","6.329999","7","1119",
"676","1","676","363.650024","676","0","23","7.579999","12","4","10","9.080003","8","0","13","5.530000","5","0","12","4.900001","6","0","15","6.409999","3","1121",
"677","1","677","347.040009","45","0","19","8.199999","11","5","10","9.100004","10","0","11","5.340000","9","0","12","4.559999","0","0","17","6.079998","14","1122",
"678","1","678","304.899933","676","0","26","8.360000","7","6","10","9.259999","9","0","11","5.900000","7","0","12","5.549997","6","0","15","5.110000","10","1123",
"679","1","679","309.300110","1","0","22","7.550000","12","4","10","9.280004","8","0","13","5.109999","0","0","10","4.790002","7","0","17","5.870000","7","1123",
"680","1","680","305.960052","22","0","27","8.340000","5","4","10","9.060002","9","0","11","5.460001","10","0","10","4.059999","4","0","18","6.760000","0","1124",
"681","1","681","332.339935","672","0","23","7.530000","0","4","10","9.180003","10","0","11","5.370000","7","0","11","5.230000","6","0","14","5.420000","0","1128",
"682","1","682","269.109924","66","0","20","8.840002","11","3","10","9.120004","10","0","11","5.109999","0","0","11","4.920001","7","0","16","5.900001","0","1128",
"683","1","683","304.959991","683","0","19","7.070000","8","1","10","9.080003","10","0","14","5.059999","3","0","10","4.820000","6","0","20","5.179999","5","1128",
"684","1","684","274.359985","507","0","17","7.589998","4","7","10","9.280000","9","0","11","5.660000","9","0","12","4.180001","0","0","16","6.600000","7","1129",
"685","1","685","321.020020","2","0","20","7.240000","2","3","10","9.200004","9","0","12","5.490001","7","0","11","4.869999","6","0","21","6.079999","14","1130",
"686","1","686","372.819916","680","0","21","7.759999","7","1","10","8.980002","9","0","11","5.430003","9","0","10","4.830000","7","0","18","6.290000","9","1130",
"687","1","687","406.320038","6","0","21","7.269999","14","5","10","9.149997","6","0","12","5.749999","9","0","12","5.210000","6","0","19","5.740002","7","1130",
"688","1","688","310.110168","176","0","20","6.969999","11","1","10","8.930003","7","0","11","6.010000","10","0","10","5.060001","7","0","17","6.120001","6","1130",
"689","1","689","261.949982","11","0","16","7.789999","7","4","10","9.000003","9","0","12","5.570000","0","0","11","4.970000","6","0","15","6.000000","11","1131",
"690","1","690","342.330017","3","0","18","7.440001","11","6","10","9.240003","9","0","11","5.199999","10","0","11","4.980000","8","0","18","6.060001","11","1132",
"691","1","691","346.369965","1","0","18","6.369999","12","4","10","9.200003","9","0","12","5.269998","7","0","11","5.309999","6","0","18","5.960000","3","1132",
"692","1","692","325.270020","692","0","24","7.449997","0","4","10","9.000003","9","0","11","5.340001","0","0","11","5.010001","0","0","20","5.920002","3","1132",
"693","1","693","369.070007","693","0","21","6.660001","0","3","10","9.080003","8","0","13","5.450000","9","0","11","4.779999","8","0","17","5.990001","9","1133",
"694","1","694","315.600128","692","0","19","6.829999","8","5","10","9.220002","10","0","13","5.320002","5","0","12","4.570002","7","0","14","6.299999","0","1133",
"695","1","695","319.300018","24","0","19","7.370000","11","5","10","9.320004","10","0","11","5.550000","9","0","12","4.710000","0","0","18","6.210000","0","1133",
"696","1","696","349.670044","144","0","17","7.189999","11","2","10","9.159997","9","0","11","5.450000","7","0","12","5.330000","6","0","21","6.130000","4","1134",
"697","1","697","372.880035","697","0","18","8.020000","17","4","10","9.270000","9","0","11","4.600000","0","0","10","5.489998","8","0","16","5.920000","13","1135",
"698","1","698","376.790070","692","0","22","8.140002","12","5","10","9.310002","10","0","11","5.850000","9","0","10","4.640000","0","0","16","6.009998","6","1136",
"699","1","699","377.409912","4","0","25","7.940001","0","6","10","9.310000","9","0","13","5.730002","7","0","11","4.810001","0","0","18","5.790000","0","1137",
"700","1","700","310.150055","158","0","20","7.460001","9","5","10","9.420000","10","0","12","4.880000","5","0","11","4.800002","8","0","17","6.680000","15","1137",
"701","1","701","372.769989","701","0","18","7.929999","6","4","10","9.200000","6","0","13","5.600001","5","0","10","5.240000","5","0","19","5.180001","0","1137",
"702","1","702","313.260162","573","0","18","7.360002","15","1","10","9.160001","9","0","14","5.209999","0","0","11","4.500000","8","0","17","6.320001","6","1138",
"703","1","703","342.529999","63","0","20","7.920002","0","6","10","9.350003","9","0","13","5.750001","7","0","11","4.750001","7","0","20","5.840000","0","1139",
"704","1","704","336.069977","3","0","18","7.790000","10","4","10","9.240000","9","0","11","5.980000","9","0","11","4.980000","8","0","19","5.470002","5","1139",
"705","1","705","390.639862","349","0","21","8.099999","2","3","10","9.129997","9","0","11","5.600002","5","0","10","4.709998","7","0","17","6.490000","4","1141",
"706","1","706","297.429993","34","0","19","7.980002","3","2","10","9.109998","9","0","12","5.700000","7","0","10","5.060001","4","0","19","6.260000","10","1141",
"707","1","707","445.300049","114","0","17","7.759999","14","1","10","9.320004","10","0","11","5.079998","8","0","10","4.770000","6","0","17","5.499998","9","1142",
"708","1","708","329.920044","17","0","19","6.930000","2","6","10","9.140003","10","0","11","5.759999","9","0","11","4.939999","0","0","18","5.779999","18","1142",
"709","1","709","435.849945","396","0","27","7.629999","8","6","10","9.300002","10","0","12","4.910000","0","0","10","5.050000","5","0","15","6.129999","3","1144",
"710","1","710","392.959991","710","0","19","6.970000","2","4","10","9.210000","9","0","13","5.410000","0","0","11","4.839999","0","0","16","6.179999","9","1144",
"711","1","711","365.750122","2","0","18","7.679996","0","5","10","9.340000","10","0","11","5.009999","7","0","10","4.360001","5","0","17","6.309999","11","1145",
"712","1","712","369.250031","701","0","20","8.060001","11","3","10","9.140001","9","0","11","5.450002","5","0","9","5.150000","7","0","16","6.690000","4","1145",
"713","1","713","362.669952","478","0","21","7.969999","14","1","10","9.290004","10","0","11","5.160000","3","0","11","5.070000","7","0","17","5.850000","5","1147",
"714","1","714","355.259857","2","0","22","7.879997","4","3","10","9.199998","9","0","12","5.900000","0","0","10","4.560000","0","0","15","6.620001","6","1148",
"715","1","715","455.179993","654","0","23","8.040003","14","6","10","9.300004","10","0","11","4.679999","0","0","11","4.799998","8","0","19","5.610000","12","1148",
"716","1","716","368.809906","715","0","19","7.120000","0","5","10","9.210003","10","0","12","5.489999","9","0","10","4.960000","4","0","19","6.159999","8","1148",
"717","1","717","397.069977","688","0","20","6.829999","0","3","10","9.160000","10","0","11","4.889999","7","0","11","5.179998","8","0","18","5.650000","8","1148",
"718","1","718","339.219971","718","0","21","7.940000","3","3","10","9.010004","10","0","11","5.500000","0","0","10","5.230001","0","0","18","6.779999","10","1150",
"719","1","719","301.210052","225","0","20","8.469996","4","2","10","9.199999","10","0","11","5.330000","7","0","11","4.869999","5","0","17","6.170001","3","1150",
"720","1","720","319.570038","1","0","20","8.839999","0","5","10","9.159999","10","0","11","5.459999","6","0","11","4.660002","0","0","15","6.570002","9","1150",
"721","1","721","338.150024","591","0","21","7.950001","8","4","10","9.180002","10","0","13","5.670000","0","0","11","5.219999","6","0","17","6.230000","8","1150",
"722","1","722","421.720062","1","0","21","7.330000","9","6","10","9.270000","10","0","11","5.400000","5","0","12","5.120002","6","0","16","6.120000","4","1150",
"723","1","723","393.940002","273","0","20","6.809999","9","5","10","9.270003","10","0","13","5.790000","5","0","12","4.980000","6","0","17","5.770000","9","1151",
"724","1","724","335.049957","2","0","19","7.380000","8","5","10","9.090005","9","0","11","5.669999","4","0","12","5.630001","8","0","18","6.079999","11","1152",
"725","1","725","359.619965","1","0","19","7.860000","10","2","10","9.120003","9","0","11","4.620000","9","0","10","4.960001","0","0","14","5.929999","4","1153",
"726","1","726","341.570129","726","0","19","8.010000","0","5","10","9.240002","10","0","13","5.520000","9","0","11","5.599999","9","0","16","5.990000","8","1154",
"727","1","727","366.360046","724","0","22","6.409999","0","2","10","9.080000","10","0","11","5.079999","5","0","13","5.420000","8","0","17","6.060000","10","1154",
"728","1","728","370.260132","248","0","24","7.549998","15","6","10","9.310002","8","0","12","5.620000","0","0","10","4.330000","6","0","17","5.940001","0","1154",
"729","1","729","390.269989","9","0","20","7.460001","0","6","10","9.199997","10","0","13","5.530000","3","0","11","5.050001","11","0","19","6.389998","7","1155",
"730","1","730","407.050049","1","0","23","8.270000","20","4","10","9.010001","9","0","12","5.800000","9","0","12","4.860001","6","0","18","6.250000","7","1155",
"731","1","731","350.690002","727","0","21","8.120001","21","5","10","9.150000","9","0","13","5.050000","7","0","12","5.349999","4","0","15","6.970002","0","1155",
"732","1","732","301.689972","708","0","23","7.989998","7","5","10","9.390000","9","0","13","5.360001","6","0","10","4.840000","8","0","19","6.760000","11","1156",
"733","1","733","326.740112","3","0","20","7.530000","5","2","10","9.210002","10","0","12","5.690000","5","0","11","4.950001","7","0","19","6.430000","6","1157",
"734","1","734","354.910004","280","0","21","8.039997","10","3","10","9.120005","10","0","11","5.370001","9","0","11","4.910001","7","0","17","6.550003","15","1158",
"735","1","735","350.709839","735","0","19","7.810000","0","2","10","8.920001","9","0","11","5.130002","5","0","11","4.980000","6","0","15","5.920000","5","1158",
"736","1","736","335.340057","736","0","19","7.679999","0","4","10","9.350000","10","0","11","5.690000","7","0","11","5.100000","0","0","17","6.250002","6","1160",
"737","1","737","364.840088","737","0","25","8.650000","5","4","10","9.180003","10","0","13","5.620000","10","0","10","4.940001","0","0","17","6.360002","0","1160",
"738","1","738","385.619995","464","0","19","8.540001","3","6","10","9.259999","9","0","13","5.839998","0","0","11","5.610001","4","0","17","6.240000","7","1160",
"739","1","739","396.890076","17","0","22","8.810000","9","5","10","9.129999","10","0","11","5.330000","0","0","10","4.849998","2","0","23","6.549999","4","1161",
"740","1","740","393.429993","1","0","17","7.800000","10","2","10","9.060001","10","0","13","5.380002","0","0","10","4.760001","5","0","15","5.400000","3","1162",
"741","1","741","414.400055","41","0","18","8.399998","13","6","10","9.180002","8","0","13","5.310000","7","0","10","5.200000","8","0","16","6.430000","11","1163",
"742","1","742","355.890045","742","0","24","7.430001","10","2","10","9.160003","10","0","11","5.070000","8","0","10","5.160000","9","0","17","6.180000","6","1163",
"743","1","743","390.550018","1","0","22","7.200001","13","5","10","9.420003","10","0","11","5.960000","11","0","10","5.210001","8","0","18","5.820001","0","1164",
"744","1","744","357.619995","639","0","20","7.929997","20","6","10","9.300006","8","0","11","5.010001","9","0","11","5.379998","9","0","16","5.780002","9","1165",
"745","1","745","327.020172","745","0","17","7.710000","6","2","10","9.249998","10","0","12","5.699999","2","0","11","5.389997","10","0","16","5.910002","0","1165",
"746","1","746","409.409973","720","0","21","7.479999","8","4","10","9.230000","10","0","12","6.230001","6","0","11","5.089999","0","0","15","6.510000","5","1165",
"747","1","747","409.070068","747","0","25","7.570000","0","3","10","9.240000","9","0","12","5.610000","9","0","12","4.880000","0","0","17","6.750000","7","1165",
"748","1","748","424.399841","2","0","20","7.420000","4","3","10","9.150004","10","0","13","5.730000","7","0","12","4.910000","0","0","18","6.409999","4","1166",
"749","1","749","429.669952","625","0","18","7.839998","12","6","10","9.250001","10","0","12","4.929999","7","0","10","4.989998","1","0","14","5.899999","6","1167",
"750","1","750","368.470062","441","0","21","7.530000","6","4","10","9.219998","10","0","11","5.200001","7","0","10","5.110001","7","0","18","6.360000","0","1167",
"751","1","751","373.729889","93","0","21","7.619999","6","2","10","9.310000","10","0","13","5.850000","8","0","12","5.060000","0","0","18","6.279999","5","1168",
"752","1","752","431.960083","505","0","27","7.419998","0","4","10","9.280003","9","0","12","5.570000","5","0","10","4.220001","5","0","16","6.499999","0","1169",
"753","1","753","335.990143","753","0","19","8.180003","6","5","10","9.250003","9","0","11","5.469999","5","0","11","5.179999","10","0","15","5.440000","3","1170",
"754","1","754","381.259979","350","0","19","8.129996","12","4","10","9.160000","9","0","13","5.479999","0","0","11","4.660000","8","0","14","5.640000","0","1171",
"755","1","755","433.519836","755","0","23","7.669996","12","6","10","9.390000","10","0","12","5.860000","10","0","12","5.250001","5","0","15","5.830001","7","1171",
"756","1","756","381.849945","629","0","18","8.670001","14","7","10","9.470003","10","0","12","5.809999","7","0","10","4.460001","4","0","18","5.810000","8","1172",
"757","1","757","439.740021","318","0","22","7.880000","0","4","10","9.290001","10","0","11","5.550001","0","0","11","4.760000","8","0","18","6.539999","0","1172",
"758","1","758","333.509918","758","0","29","8.100001","7","3","10","9.340002","9","0","13","5.990001","9","0","10","4.960001","7","0","17","5.840000","6","1174",
"759","1","759","339.010071","759","0","24","8.100000","14","5","10","9.270000","9","0","11","5.740000","7","0","10","4.529999","4","0","18","6.799999","6","1174",
"760","1","760","353.310028","746","0","20","9.150001","9","3","10","9.300000","9","0","12","5.309999","0","0","11","4.959999","6","0","15","5.910000","13","1175",
"761","1","761","349.220001","364","0","20","8.010000","5","1","10","9.160002","10","0","11","5.569999","9","0","10","5.069999","8","0","17","6.220000","0","1175",
"762","1","762","387.439972","660","0","21","8.229998","0","5","10","9.189997","9","0","11","5.400000","3","0","10","4.790000","7","0","16","6.009999","11","1175",
"763","1","763","403.589966","1","0","23","7.109999","0","5","10","9.420003","10","0","13","5.409999","0","0","11","5.480002","6","0","19","6.279999","8","1176",
"764","1","764","380.839874","1","0","21","7.969998","14","7","10","9.500003","10","0","14","5.670001","7","0","10","5.080001","7","0","17","6.740001","2","1176",
"765","1","765","409.800049","15","0","21","8.889997","15","3","10","9.220001","9","0","10","5.750000","5","0","11","5.080002","0","0","22","6.880000","8","1177",
"766","1","766","385.879944","1","0","23","7.590001","0","4","10","9.320001","10","0","12","5.149999","4","0","11","4.930001","0","0","18","6.079999","0","1177",
"767","1","767","400.720001","1","0","24","7.190001","0","4","10","9.280004","9","0","11","5.720001","6","0","11","5.439996","8","0","18","6.650001","8","1177",
"768","1","768","358.930145","13","0","20","7.200000","14","5","10","9.310000","9","0","11","5.070001","7","0","11","4.340000","8","0","18","5.940000","0","1177",
"769","1","769","465.420135","231","0","20","7.360001","13","3","10","9.169999","3","0","11","6.220001","0","0","12","5.180000","5","0","19","7.170000","4","1179",
"770","1","770","417.369995","736","0","18","7.510000","9","4","10","9.319999","9","0","13","5.750000","10","0","10","4.929999","4","0","20","6.060000","4","1179",
"771","1","771","426.739990","657","0","20","6.860002","7","4","10","9.190003","9","0","11","5.360001","9","0","11","5.260001","3","0","19","5.529999","14","1179",
"772","1","772","396.850006","1","0","23","8.599998","0","4","10","9.270001","10","0","11","5.310001","9","0","10","4.930000","6","0","17","6.660000","11","1180",
"773","1","773","409.059998","767","0","19","8.070001","6","4","10","9.210002","10","0","13","5.900000","0","0","10","4.329999","0","0","17","6.880001","7","1180",
"774","1","774","407.450012","3","0","22","7.710001","10","5","10","9.329999","10","0","11","5.360000","9","0","11","5.059999","4","0","19","6.480000","5","1180",
"775","1","775","354.729980","452","0","27","8.630001","12","4","10","9.070002","10","0","13","5.649999","0","0","9","4.660000","0","0","15","5.619999","5","1181",
"776","1","776","407.950134","772","0","18","8.719996","0","3","10","9.310002","10","0","13","5.510000","0","0","13","4.930000","9","0","19","5.850000","10","1182",
"777","1","777","376.449951","769","0","22","8.570000","11","2","10","9.420003","10","0","11","5.850000","8","0","10","4.629999","7","0","19","6.550000","3","1184",
"778","1","778","355.669983","778","0","21","7.960001","12","6","10","9.420000","9","0","11","4.960001","9","0","10","5.390002","7","0","19","6.270001","8","1184",
"779","1","779","384.699921","684","0","20","8.339997","10","2","10","9.120002","10","0","12","5.440001","0","0","11","4.920000","3","0","15","5.690001","4","1184",
"780","1","780","443.350067","780","0","23","7.659999","3","3","10","9.390003","10","0","13","6.080001","9","0","12","5.050001","0","0","16","5.970000","5","1187",
"781","1","781","381.360138","764","0","25","8.309999","7","6","10","9.430002","10","0","11","5.869999","9","0","12","5.400002","3","0","18","6.280001","9","1188",
"782","1","782","420.500092","774","0","20","7.410000","6","5","10","9.490003","10","0","12","6.599998","10","0","11","4.699998","5","0","16","6.640001","0","1188",
